ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10772552,HZ538412,12/02/2016 06:00:00 PM,044XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1912,019,47,4,14,1163020,1929566,2016,12/09/2016 03:49:50 PM,41.962377753,-87.676026499,"(41.962377753, -87.676026499)"
10772522,HZ538327,12/02/2016 06:00:00 PM,080XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0414,004,8,46,07,1191925,1852123,2016,12/09/2016 03:49:50 PM,41.749213882,-87.572279835,"(41.749213882, -87.572279835)"
10772468,HZ538277,12/02/2016 06:00:00 PM,030XX W PALMER BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1414,014,35,22,07,1155397,1914315,2016,12/09/2016 03:49:50 PM,41.920684975,-87.704464661,"(41.920684975, -87.704464661)"
10772429,HZ538174,12/02/2016 06:00:00 PM,067XX N OLMSTED AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1612,016,41,9,06,1124028,1944208,2016,12/09/2016 03:49:50 PM,42.003288228,-87.819063861,"(42.003288228, -87.819063861)"
10772389,HZ538200,12/02/2016 06:00:00 PM,027XX W 24TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,1034,010,12,30,26,1158653,1887627,2016,12/09/2016 03:49:50 PM,41.8473845,-87.693232816,"(41.8473845, -87.693232816)"
10772354,HZ538104,12/02/2016 06:00:00 PM,060XX W MELROSE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1633,016,36,17,06,1135604,1920982,2016,12/09/2016 03:49:50 PM,41.939355239,-87.777030306,"(41.939355239, -87.777030306)"
10772352,HZ538078,12/02/2016 06:00:00 PM,024XX N DRAKE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1413,014,26,22,06,1152301,1916039,2016,12/09/2016 03:49:50 PM,41.925477516,-87.715794454,"(41.925477516, -87.715794454)"
10772348,HZ538105,12/02/2016 06:00:00 PM,063XX S CLAREMONT AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0825,008,15,66,06,1161829,1862607,2016,12/09/2016 03:49:50 PM,41.778661058,-87.68227253,"(41.778661058, -87.68227253)"
10772126,HZ537571,12/02/2016 06:00:00 PM,027XX W 68TH ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,0831,008,15,66,08A,1159381,1859440,2016,12/09/2016 03:49:50 PM,41.770020864,-87.6913338,"(41.770020864, -87.6913338)"
10771920,HZ537590,12/02/2016 06:04:00 PM,021XX N KILPATRICK AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,true,false,2522,025,31,19,04A,1144710,1913657,2016,12/09/2016 03:49:50 PM,41.919087698,-87.743747904,"(41.919087698, -87.743747904)"
10771973,HZ537538,12/02/2016 06:05:00 PM,079XX S ST LAWRENCE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0624,006,6,44,03,1181611,1852510,2016,12/09/2016 03:49:50 PM,41.750519979,-87.610062003,"(41.750519979, -87.610062003)"
10771959,HZ537573,12/02/2016 06:09:00 PM,007XX W DIVERSEY PKWY,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DEPARTMENT STORE,false,false,1934,019,44,6,10,1170697,1918825,2016,12/09/2016 03:49:50 PM,41.932738985,-87.648117094,"(41.932738985, -87.648117094)"
10771946,HZ537551,12/02/2016 06:09:00 PM,056XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0231,002,20,40,08B,1179887,1867687,2016,12/09/2016 03:49:50 PM,41.792206818,-87.615915568,"(41.792206818, -87.615915568)"
10771870,HZ537546,12/02/2016 06:09:00 PM,042XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0213,002,3,38,14,1177419,1876965,2016,12/09/2016 03:49:50 PM,41.81772266,-87.624684762,"(41.81772266, -87.624684762)"
10772027,HZ537564,12/02/2016 06:10:00 PM,036XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0912,009,11,59,06,1161540,1880294,2016,12/09/2016 03:49:50 PM,41.82720241,-87.682841301,"(41.82720241, -87.682841301)"
23005,HZ535919,12/02/2016 06:15:00 PM,063XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0823,008,15,66,01A,1156149,1862210,2016,12/09/2016 03:49:50 PM,41.777687753,-87.70310664,"(41.777687753, -87.70310664)"
10773691,HZ539008,12/02/2016 06:15:00 PM,019XX W CUYLER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1912,019,47,5,14,1162644,1926916,2016,12/09/2016 03:49:50 PM,41.955113932,-87.677483468,"(41.955113932, -87.677483468)"
10772628,HZ537628,12/02/2016 06:15:00 PM,063XX W CUYLER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1624,016,38,15,11,1133387,1926251,2016,12/09/2016 03:49:50 PM,41.953853135,-87.785054674,"(41.953853135, -87.785054674)"
10777313,HZ543808,12/02/2016 06:18:00 PM,0000X E GRAND AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,HOTEL/MOTEL,false,false,1834,018,42,8,11,,,2016,12/09/2016 03:49:50 PM,,,
10771924,HZ537570,12/02/2016 06:20:00 PM,085XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0632,006,6,44,06,1183050,1848589,2016,12/09/2016 03:49:50 PM,41.739727015,-87.604910522,"(41.739727015, -87.604910522)"
10772078,HZ537595,12/02/2016 06:28:00 PM,033XX W OHIO ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,011,27,23,18,1154020,1903800,2016,12/09/2016 03:49:50 PM,41.891858463,-87.7098049,"(41.891858463, -87.7098049)"
10771961,HZ537627,12/02/2016 06:28:00 PM,045XX S MICHIGAN AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0215,002,3,38,26,1177915,1875082,2016,12/09/2016 03:49:50 PM,41.812544307,-87.622922405,"(41.812544307, -87.622922405)"
10772245,HZ537931,12/02/2016 06:30:00 PM,001XX E OHIO ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1834,018,42,8,06,1177530,1904238,2016,12/09/2016 03:49:50 PM,41.892559086,-87.623450463,"(41.892559086, -87.623450463)"
10772101,HZ537621,12/02/2016 06:30:00 PM,062XX S RUTHERFORD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0812,008,23,64,08B,1132487,1862396,2016,12/09/2016 03:49:50 PM,41.77864129,-87.789849349,"(41.77864129, -87.789849349)"
10772032,HZ537690,12/02/2016 06:30:00 PM,028XX N MAPLEWOOD AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),false,false,1411,014,1,21,26,1158869,1918714,2016,12/09/2016 03:49:50 PM,41.932685568,-87.691586817,"(41.932685568, -87.691586817)"
10772171,HZ537615,12/02/2016 06:34:00 PM,0000X S ABERDEEN ST,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,false,1232,012,2,28,04B,1169059,1899992,2016,12/09/2016 03:49:50 PM,41.88109587,-87.654684101,"(41.88109587, -87.654684101)"
10772414,HZ538220,12/02/2016 06:39:00 PM,021XX N MENARD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2515,025,29,19,11,1137387,1913413,2016,12/09/2016 03:49:50 PM,41.918553134,-87.770659733,"(41.918553134, -87.770659733)"
10772075,HZ537637,12/02/2016 06:40:00 PM,058XX S PAULINA ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0715,007,15,67,03,1166008,1866061,2016,12/09/2016 03:49:50 PM,41.788051426,-87.666853832,"(41.788051426, -87.666853832)"
10772074,HZ537589,12/02/2016 06:40:00 PM,037XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1733,017,35,16,08B,1153140,1924659,2016,12/09/2016 03:49:50 PM,41.949114838,-87.712482157,"(41.949114838, -87.712482157)"
10772780,HZ538816,12/02/2016 06:45:00 PM,024XX W CORTEZ ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1212,012,1,24,05,1159940,1906914,2016,12/09/2016 03:49:50 PM,41.90028343,-87.687977308,"(41.90028343, -87.687977308)"
10772076,HZ537687,12/02/2016 06:45:00 PM,087XX S LOOMIS ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2222,022,21,71,15,1168520,1846896,2016,12/09/2016 03:49:50 PM,41.735406341,-87.658194834,"(41.735406341, -87.658194834)"
10771985,HZ537626,12/02/2016 06:49:00 PM,130XX S ELLIS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CHA PARKING LOT/GROUNDS,false,false,0533,005,9,54,26,1185301,1818803,2016,12/09/2016 03:49:50 PM,41.657937906,-87.597595535,"(41.657937906, -87.597595535)"
10773479,HZ537707,12/02/2016 06:52:00 PM,038XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,1732,017,30,16,08B,1149046,1925087,2016,12/09/2016 03:49:50 PM,41.950369696,-87.727520038,"(41.950369696, -87.727520038)"
10772067,HZ537640,12/02/2016 06:56:00 PM,030XX S WELLS ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,false,true,0914,009,11,34,08B,1175116,1884684,2016,12/09/2016 03:49:50 PM,41.838956062,-87.632901941,"(41.838956062, -87.632901941)"
10774218,HZ540497,12/02/2016 07:00:00 PM,042XX W WEST END AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1114,011,28,26,26,1148035,1900635,2016,12/09/2016 03:49:50 PM,41.883290597,-87.731866791,"(41.883290597, -87.731866791)"
10774019,HZ537796,12/02/2016 07:00:00 PM,009XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,false,false,1933,019,44,6,11,1169269,1921430,2016,12/09/2016 03:49:50 PM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
10773039,HZ539152,12/02/2016 07:00:00 PM,025XX N LINDER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2515,025,30,19,07,1139282,1916395,2016,12/09/2016 03:49:50 PM,41.92670174,-87.763624447,"(41.92670174, -87.763624447)"
10773011,HZ539116,12/02/2016 07:00:00 PM,100XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0511,005,9,49,08B,1181017,1838413,2016,12/09/2016 03:49:50 PM,41.711849807,-87.612671193,"(41.711849807, -87.612671193)"
10772413,HZ538106,12/02/2016 07:00:00 PM,039XX E 112TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0433,004,10,52,05,1204245,1831319,2016,12/09/2016 03:49:50 PM,41.691818342,-87.527848945,"(41.691818342, -87.527848945)"
10772404,HZ538209,12/02/2016 07:00:00 PM,053XX W OHIO ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,VACANT LOT/LAND,false,false,1523,015,37,25,07,1140479,1903451,2016,12/09/2016 03:49:50 PM,41.89116002,-87.75954412,"(41.89116002, -87.75954412)"
10772051,HZ537790,12/02/2016 07:00:00 PM,009XX W BELMONT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,false,false,1933,019,44,6,11,1169269,1921430,2016,12/09/2016 03:49:50 PM,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
10772037,HZ537655,12/02/2016 07:00:00 PM,043XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1115,011,28,26,03,1147369,1899659,2016,12/09/2016 03:49:50 PM,41.880625123,-87.734337424,"(41.880625123, -87.734337424)"
10772034,HZ537639,12/02/2016 07:00:00 PM,027XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1421,014,1,24,06,1157925,1910526,2016,12/09/2016 03:49:50 PM,41.910236415,-87.695279811,"(41.910236415, -87.695279811)"
10771989,HZ537644,12/02/2016 07:03:00 PM,006XX E 38TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,0212,002,4,36,14,1181029,1879593,2016,12/09/2016 03:49:50 PM,41.82485163,-87.611361326,"(41.82485163, -87.611361326)"
10772133,HZ537654,12/02/2016 07:05:00 PM,0000X W CHICAGO AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,1832,018,42,8,08A,1175959,1905721,2016,12/09/2016 03:49:50 PM,41.896664035,-87.629175344,"(41.896664035, -87.629175344)"
10773092,HZ537672,12/02/2016 07:20:00 PM,008XX W 115TH ST,0330,ROBBERY,AGGRAVATED,SMALL RETAIL STORE,false,false,0524,005,34,53,03,1172709,1828585,2016,12/09/2016 03:49:50 PM,41.685067053,-87.643385526,"(41.685067053, -87.643385526)"
10772104,HZ537785,12/02/2016 07:20:00 PM,057XX S WASHTENAW AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0824,008,16,63,08A,1159357,1866404,2016,12/09/2016 03:49:50 PM,41.789131556,-87.691231161,"(41.789131556, -87.691231161)"
10772085,HZ537663,12/02/2016 07:20:00 PM,030XX W 26TH ST,0860,THEFT,RETAIL THEFT,OTHER,true,false,1033,010,12,30,06,1156324,1886588,2016,12/09/2016 03:49:50 PM,41.844580682,-87.701808336,"(41.844580682, -87.701808336)"
10771976,HZ537664,12/02/2016 07:20:00 PM,078XX S MERRILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0414,004,8,43,14,1191897,1853359,2016,12/09/2016 03:49:50 PM,41.752606251,-87.572342378,"(41.752606251, -87.572342378)"
10771956,HZ537669,12/02/2016 07:20:00 PM,073XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0324,003,5,43,14,1188089,1856450,2016,12/09/2016 03:49:50 PM,41.761179816,-87.586198524,"(41.761179816, -87.586198524)"
10772626,HZ537638,12/02/2016 07:21:00 PM,049XX W DAKIN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1634,016,45,15,08A,1142717,1925794,2016,12/09/2016 03:49:50 PM,41.95243017,-87.750767482,"(41.95243017, -87.750767482)"
10776731,HZ543232,12/02/2016 07:23:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1833,018,42,8,06,,,2016,12/09/2016 03:49:50 PM,,,
10774090,HZ540300,12/02/2016 07:30:00 PM,010XX E 73RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,0324,003,5,69,14,1184588,1856829,2016,12/09/2016 03:49:50 PM,41.762302554,-87.599017921,"(41.762302554, -87.599017921)"
10772651,HZ538582,12/02/2016 07:30:00 PM,012XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1433,014,1,24,06,1165495,1908503,2016,12/09/2016 03:49:50 PM,41.904527275,-87.66752833,"(41.904527275, -87.66752833)"
10772400,HZ538129,12/02/2016 07:30:00 PM,046XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1722,017,39,14,14,1146607,1930584,2016,12/09/2016 03:49:50 PM,41.965500857,-87.736344901,"(41.965500857, -87.736344901)"
10772236,HZ537928,12/02/2016 07:30:00 PM,0000X E 110TH PL,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0513,005,9,49,08A,1178617,1831874,2016,12/09/2016 03:49:50 PM,41.693960671,-87.621658468,"(41.693960671, -87.621658468)"
10772109,HZ537732,12/02/2016 07:30:00 PM,0000X E ROOSEVELT RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CTA STATION,false,false,0123,001,2,32,11,1176859,1895074,2016,12/09/2016 03:49:50 PM,41.867427761,-87.626192049,"(41.867427761, -87.626192049)"
10772100,HZ537676,12/02/2016 07:30:00 PM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1933,019,44,6,06,1170283,1920956,2016,12/09/2016 03:49:50 PM,41.93859561,-87.649576033,"(41.93859561, -87.649576033)"
10772039,HZ537709,12/02/2016 07:30:00 PM,004XX W 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0732,007,6,68,08B,1174638,1858515,2016,12/09/2016 03:49:50 PM,41.76715643,-87.635435664,"(41.76715643, -87.635435664)"
10772096,HZ537768,12/02/2016 07:33:00 PM,011XX N LAVERGNE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,false,false,1531,015,37,25,15,1142821,1907176,2016,12/09/2016 03:49:50 PM,41.901338553,-87.750850101,"(41.901338553, -87.750850101)"
10772103,HZ537689,12/02/2016 07:34:00 PM,082XX W IRVING PARK RD,0460,BATTERY,SIMPLE,BAR OR TAVERN,true,false,1631,016,36,17,08B,1120474,1925549,2016,12/09/2016 03:49:50 PM,41.95214364,-87.832540527,"(41.95214364, -87.832540527)"
10772084,HZ537699,12/02/2016 07:35:00 PM,056XX S BISHOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),true,true,0713,007,16,67,14,1167625,1867434,2016,12/09/2016 03:49:50 PM,41.791784552,-87.660885551,"(41.791784552, -87.660885551)"
10772029,HZ537691,12/02/2016 07:39:00 PM,015XX N LARAMIE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,2532,025,37,25,26,1141422,1909809,2016,12/09/2016 03:49:50 PM,41.908589757,-87.755923734,"(41.908589757, -87.755923734)"
10772017,HZ537714,12/02/2016 07:43:00 PM,079XX S ARTESIAN AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0835,008,18,70,26,1161427,1851845,2016,12/09/2016 03:49:50 PM,41.749136914,-87.684044113,"(41.749136914, -87.684044113)"
10772060,HZ537724,12/02/2016 07:44:00 PM,025XX W CERMAK RD,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,true,false,1023,010,25,31,06,1159883,1889319,2016,12/09/2016 03:49:50 PM,41.852002281,-87.688672081,"(41.852002281, -87.688672081)"
10772124,HZ537765,12/02/2016 07:45:00 PM,021XX E 97TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0431,004,7,51,14,1191868,1841057,2016,12/09/2016 03:49:50 PM,41.718849127,-87.572846997,"(41.718849127, -87.572846997)"
10772041,HZ537693,12/02/2016 07:45:00 PM,013XX W 72ND PL,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0734,007,17,67,08B,1168555,1856686,2016,12/09/2016 03:49:50 PM,41.762270695,-87.657785007,"(41.762270695, -87.657785007)"
10772508,HZ538152,12/02/2016 07:47:00 PM,010XX E 73RD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0324,003,5,69,26,1184588,1856829,2016,12/09/2016 03:49:50 PM,41.762302554,-87.599017921,"(41.762302554, -87.599017921)"
10771979,HZ537684,12/02/2016 07:50:00 PM,0000X S LEAMINGTON AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1533,015,28,25,18,1142141,1899413,2016,12/09/2016 03:49:50 PM,41.880048593,-87.753540513,"(41.880048593, -87.753540513)"
10771968,HZ537702,12/02/2016 07:54:00 PM,071XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,true,false,0735,007,17,67,26,1166911,1857552,2016,12/09/2016 03:49:50 PM,41.764682386,-87.663785792,"(41.764682386, -87.663785792)"
10772128,HZ537730,12/02/2016 07:55:00 PM,132XX S HOUSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0433,004,10,55,08B,1198761,1817844,2016,12/09/2016 03:49:50 PM,41.654980473,-87.548375489,"(41.654980473, -87.548375489)"
10772671,HZ537791,12/02/2016 07:58:00 PM,023XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,2522,025,31,19,07,1144014,1915078,2016,12/09/2016 03:49:50 PM,41.923000169,-87.746269376,"(41.923000169, -87.746269376)"
10774917,HZ541230,12/02/2016 08:00:00 PM,038XX N PINE GROVE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,1925,019,46,6,02,1170704,1925828,2016,12/09/2016 03:49:50 PM,41.951955338,-87.64788558,"(41.951955338, -87.64788558)"
10774876,HZ541066,12/02/2016 08:00:00 PM,089XX S ADA ST,0810,THEFT,OVER $500,STREET,false,false,2222,022,21,73,06,1168897,1845426,2016,12/09/2016 03:49:50 PM,41.731364324,-87.656855982,"(41.731364324, -87.656855982)"
10774853,HZ541038,12/02/2016 08:00:00 PM,090XX S HARVARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0634,006,21,49,26,1175703,1844738,2016,12/09/2016 03:49:50 PM,41.72932687,-87.631943657,"(41.72932687, -87.631943657)"
10773071,HZ539134,12/02/2016 08:00:00 PM,003XX W 100TH ST,0810,THEFT,OVER $500,STREET,false,false,0511,005,9,49,06,1175790,1838617,2016,12/09/2016 03:49:50 PM,41.712528068,-87.631807672,"(41.712528068, -87.631807672)"
10773048,HZ539171,12/02/2016 08:00:00 PM,041XX S OAKLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0924,009,12,61,07,1161558,1877279,2016,12/09/2016 03:49:50 PM,41.818928526,-87.682859007,"(41.818928526, -87.682859007)"
10772807,HZ538895,12/02/2016 08:00:00 PM,041XX W GEORGE ST,0820,THEFT,$500 AND UNDER,CTA BUS STOP,false,false,2523,025,31,21,06,1148294,1918967,2016,12/09/2016 03:49:50 PM,41.933590455,-87.730442572,"(41.933590455, -87.730442572)"
10772773,HZ538756,12/02/2016 08:00:00 PM,073XX N ROGERS AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2424,024,49,1,08A,1162116,1948499,2016,12/09/2016 03:49:50 PM,42.014349542,-87.678818164,"(42.014349542, -87.678818164)"
10772709,HZ538362,12/02/2016 08:00:00 PM,056XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,0813,008,13,62,14,1148661,1866892,2016,12/09/2016 03:49:50 PM,41.790683219,-87.730437756,"(41.790683219, -87.730437756)"
10772647,HZ538569,12/02/2016 08:00:00 PM,122XX S THROOP ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,false,0524,005,34,53,26,1169881,1823639,2016,12/09/2016 03:49:50 PM,41.671556077,-87.653880899,"(41.671556077, -87.653880899)"
10772568,HZ538454,12/02/2016 08:00:00 PM,037XX N LAKE SHORE DR,0810,THEFT,OVER $500,STREET,false,false,1925,019,46,6,06,1171502,1925629,2016,12/09/2016 03:49:50 PM,41.951391724,-87.644958028,"(41.951391724, -87.644958028)"
10772516,HZ538270,12/02/2016 08:00:00 PM,026XX W LELAND AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1911,019,47,4,06,1157691,1931112,2016,12/09/2016 03:49:50 PM,41.966730565,-87.695576825,"(41.966730565, -87.695576825)"
10772487,HZ538290,12/02/2016 08:00:00 PM,021XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1023,010,28,30,14,1158024,1889684,2016,12/09/2016 03:49:50 PM,41.853041975,-87.695485183,"(41.853041975, -87.695485183)"
10772449,HZ538126,12/02/2016 08:00:00 PM,042XX W 21ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1012,010,24,29,14,1148364,1889750,2016,12/09/2016 03:49:50 PM,41.853414523,-87.730939161,"(41.853414523, -87.730939161)"
10772421,HZ538176,12/02/2016 08:00:00 PM,030XX N CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1411,014,33,21,07,1157179,1920256,2016,12/09/2016 03:49:50 PM,41.936951469,-87.697755395,"(41.936951469, -87.697755395)"
10772214,HZ537952,12/02/2016 08:00:00 PM,024XX W FULLERTON AVE,0810,THEFT,OVER $500,STREET,false,false,1431,014,1,22,06,1159762,1915882,2016,12/09/2016 03:49:50 PM,41.924895977,-87.688383415,"(41.924895977, -87.688383415)"
10772213,HZ537967,12/02/2016 08:00:00 PM,012XX N ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1433,014,1,24,06,1165496,1908475,2016,12/09/2016 03:49:50 PM,41.90445042,-87.667525455,"(41.90445042, -87.667525455)"
10772152,HZ537882,12/02/2016 08:00:00 PM,016XX W WEBSTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1432,014,32,22,14,1165052,1914702,2016,12/09/2016 03:49:50 PM,41.921547159,-87.668979208,"(41.921547159, -87.668979208)"
10772119,HZ537855,12/02/2016 08:00:00 PM,014XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1163899,1909666,2016,12/09/2016 03:49:50 PM,41.907752472,-87.673358003,"(41.907752472, -87.673358003)"
10772098,HZ537761,12/02/2016 08:00:00 PM,020XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1431,014,1,22,06,1159120,1913694,2016,12/09/2016 03:49:50 PM,41.918905172,-87.690802653,"(41.918905172, -87.690802653)"
10772081,HZ537813,12/02/2016 08:00:00 PM,027XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1033,010,12,30,08B,1156472,1885683,2016,12/09/2016 03:49:50 PM,41.842094269,-87.701289638,"(41.842094269, -87.701289638)"
10772071,HZ537718,12/02/2016 08:00:00 PM,047XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,false,true,1722,017,45,16,08B,1146045,1931094,2016,12/09/2016 03:49:50 PM,41.966911063,-87.738398253,"(41.966911063, -87.738398253)"
10772042,HZ537704,12/02/2016 08:00:00 PM,030XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,false,false,1134,011,28,29,08B,1156119,1894552,2016,12/09/2016 03:49:50 PM,41.866438916,-87.70234588,"(41.866438916, -87.70234588)"
10772141,HZ537755,12/02/2016 08:03:00 PM,070XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,0732,007,6,68,18,1172181,1858279,2016,12/09/2016 03:49:50 PM,41.766563171,-87.644448488,"(41.766563171, -87.644448488)"
10772059,HZ537735,12/02/2016 08:04:00 PM,015XX W 47TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0933,009,20,61,26,1166652,1873559,2016,12/09/2016 03:49:50 PM,41.808613096,-87.664278554,"(41.808613096, -87.664278554)"
